record_type,period,entity,metric,value,unit,status,formula,input_sources,note
input,2025,人保财险,赔付率,73.9,%,直接披露,直接读取,人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表,直接披露；来源：人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表
input,2025,人保财险,费用率,23.6,%,直接披露,直接读取,人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表,直接披露；来源：人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表
input,2022R,太保产险,综合成本率,96.9,%,直接披露,直接读取,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,直接披露；来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标
input,2022R,太保产险,赔付率,68,%,直接披露,直接读取,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,直接披露；来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标
input,2022R,太保产险,费用率,28.9,%,推算,综合成本率-赔付率,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：28.9%｜方法：96.9%-68.0%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
input,2023,太保产险,综合成本率,97.7,%,直接披露,直接读取,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,直接披露；来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标
input,2023,太保产险,赔付率,69.1,%,直接披露,直接读取,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,直接披露；来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标
input,2023,太保产险,费用率,28.6,%,推算,综合成本率-赔付率,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：28.6%｜方法：97.7%-69.1%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
input,2024,太保产险,综合成本率,98.6,%,直接披露,直接读取,中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,直接披露；来源：中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标
input,2024,太保产险,赔付率,70.8,%,直接披露,直接读取,中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,直接披露；来源：中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标
input,2024,太保产险,费用率,27.8,%,直接披露,直接读取,中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,直接披露；来源：中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标
input,2025,太保产险,综合成本率,97.5,%,直接披露,直接读取,中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,直接披露；来源：中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标
input,2025,太保产险,赔付率,70.4,%,直接披露,直接读取,中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,直接披露；来源：中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标
input,2025,太保产险,费用率,27.1,%,直接披露,直接读取,中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,直接披露；来源：中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标
change,2022R→2023,平安产险,综合成本率改善,-1.1000000000000085,个百分点,推算,99.6%-100.7%,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表,【推算：-1.10个百分点｜方法：99.6%-100.7%｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表】
change,2022R→2023,人保财险,综合成本率改善,-1.2000000000000028,个百分点,推算,96.6%-97.8%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表,【推算：-1.20个百分点｜方法：96.6%-97.8%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表】
change,2022R→2023,太保产险,综合成本率改善,-0.7999999999999972,个百分点,推算,96.9%-97.7%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-0.80个百分点｜方法：96.9%-97.7%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
peer_proxy,2022R→2023,人保+太保,综合成本率改善_同业均值,-1,个百分点,推算,(人保改善+太保改善)/2,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-1.00个百分点｜方法：(人保改善-1.20+太保改善-0.80)/2｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
peer_proxy,2022R→2023,人保+太保,综合成本率改善_同业区间,-1.20–-0.80,个百分点,推算,"min/max(人保改善,太保改善)",人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,"【推算：-1.20–-0.80个百分点｜方法：min/max(人保改善,太保改善)｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】"
peer_excess,2022R→2023,平安产险,综合成本率改善_相对同业均值超额,-0.10000000000000853,个百分点,推算,平安改善-同业均值改善,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-0.10个百分点｜方法：平安改善-1.10-同业均值-1.00｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
change,2022R→2023,平安产险,赔付率改善,-0.20000000000000284,个百分点,推算,71.3%-71.5%,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表,【推算：-0.20个百分点｜方法：71.3%-71.5%｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表】
change,2022R→2023,人保财险,赔付率改善,-1.1999999999999886,个百分点,推算,69.4%-70.6%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表,【推算：-1.20个百分点｜方法：69.4%-70.6%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表】
change,2022R→2023,太保产险,赔付率改善,-1.0999999999999943,个百分点,推算,68.0%-69.1%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-1.10个百分点｜方法：68.0%-69.1%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
peer_proxy,2022R→2023,人保+太保,赔付率改善_同业均值,-1.1499999999999915,个百分点,推算,(人保改善+太保改善)/2,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-1.15个百分点｜方法：(人保改善-1.20+太保改善-1.10)/2｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
peer_proxy,2022R→2023,人保+太保,赔付率改善_同业区间,-1.20–-1.10,个百分点,推算,"min/max(人保改善,太保改善)",人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,"【推算：-1.20–-1.10个百分点｜方法：min/max(人保改善,太保改善)｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】"
peer_excess,2022R→2023,平安产险,赔付率改善_相对同业均值超额,0.9499999999999886,个百分点,推算,平安改善-同业均值改善,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：0.95个百分点｜方法：平安改善-0.20-同业均值-1.15｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
change,2022R→2023,平安产险,费用率改善,-0.8999999999999986,个百分点,推算,28.3%-29.2%,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表,【推算：-0.90个百分点｜方法：28.3%-29.2%｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表】
change,2022R→2023,人保财险,费用率改善,0,个百分点,推算,27.2%-27.2%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表,【推算：0.00个百分点｜方法：27.2%-27.2%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表】
change,2022R→2023,太保产险,费用率改善,0.29999999999999716,个百分点,推算,28.9%-28.6%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：0.30个百分点｜方法：28.9%-28.6%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
peer_proxy,2022R→2023,人保+太保,费用率改善_同业均值,0.14999999999999858,个百分点,推算,(人保改善+太保改善)/2,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：0.15个百分点｜方法：(人保改善0.00+太保改善0.30)/2｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
peer_proxy,2022R→2023,人保+太保,费用率改善_同业区间,0.00–0.30,个百分点,推算,"min/max(人保改善,太保改善)",人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,"【推算：0.00–0.30个百分点｜方法：min/max(人保改善,太保改善)｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】"
peer_excess,2022R→2023,平安产险,费用率改善_相对同业均值超额,-1.0499999999999972,个百分点,推算,平安改善-同业均值改善,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-1.05个百分点｜方法：平安改善-0.90-同业均值0.15｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】
change,2023→2024,平安产险,综合成本率改善,2.4000000000000057,个百分点,推算,100.7%-98.3%,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表,【推算：2.40个百分点｜方法：100.7%-98.3%｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表】
change,2023→2024,人保财险,综合成本率改善,-1,个百分点,推算,97.8%-98.8%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表,【推算：-1.00个百分点｜方法：97.8%-98.8%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表】
change,2023→2024,太保产险,综合成本率改善,-0.8999999999999915,个百分点,推算,97.7%-98.6%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：-0.90个百分点｜方法：97.7%-98.6%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】
peer_proxy,2023→2024,人保+太保,综合成本率改善_同业均值,-0.9499999999999957,个百分点,推算,(人保改善+太保改善)/2,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：-0.95个百分点｜方法：(人保改善-1.00+太保改善-0.90)/2｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】
peer_proxy,2023→2024,人保+太保,综合成本率改善_同业区间,-1.00–-0.90,个百分点,推算,"min/max(人保改善,太保改善)",人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,"【推算：-1.00–-0.90个百分点｜方法：min/max(人保改善,太保改善)｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】"
peer_excess,2023→2024,平安产险,综合成本率改善_相对同业均值超额,3.3500000000000014,个百分点,推算,平安改善-同业均值改善,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：3.35个百分点｜方法：平安改善2.40-同业均值-0.95｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】
change,2023→2024,平安产险,赔付率改善,0.5,个百分点,推算,71.5%-71.0%,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表,【推算：0.50个百分点｜方法：71.5%-71.0%｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表】
change,2023→2024,人保财险,赔付率改善,-2.4000000000000057,个百分点,推算,70.6%-73.0%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表,【推算：-2.40个百分点｜方法：70.6%-73.0%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表】
