period,entity,scope,accounting_basis,metric,value,unit,status,source_file,source_page,source_table,note
2022Q3,平安产险,季末,偿付能力口径,核心偿付能力充足率,191.2,%,直接披露,平安产险_偿付能力报告_2022Q3.pdf,PDF 第15页,偿付能力充足率表,
2022Q3,平安产险,季末,偿付能力口径,综合偿付能力充足率,241.7,%,直接披露,平安产险_偿付能力报告_2022Q3.pdf,PDF 第15页,偿付能力充足率表,
2022Q4,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,298074.48,人民币百万元,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2022Q4,平安产险,季度累计,偿付能力口径,净利润_YTD,11180.5,人民币百万元,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2022Q4,平安产险,季度累计,偿付能力口径,签单保费_YTD,315196.92,人民币百万元,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2022Q4,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,213376.25,人民币百万元,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2022Q4,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,79221.14,人民币百万元,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2022Q4,平安产险,季度累计,偿付能力口径,综合成本率,99.64,%,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,
2022Q4,平安产险,季度累计,偿付能力口径,费用率,29.77,%,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,
2022Q4,平安产险,季度累计,偿付能力口径,赔付率,69.87,%,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,
2022Q4,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,0.3,万元/车,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第17页,主要经营指标表,原表仅以0.3万元/车显示，精度有限，不当作精确3000元使用。
2022Q4,平安产险,季末,偿付能力口径,核心偿付能力充足率,177.6,%,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第15页,偿付能力充足率表,
2022Q4,平安产险,季末,偿付能力口径,综合偿付能力充足率,220.0,%,直接披露,平安产险_偿付能力报告_2022Q4.pdf,PDF 第15页,偿付能力充足率表,
2023Q1,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,76958.47,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q1,平安产险,季度累计,偿付能力口径,净利润_YTD,2315.0,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q1,平安产险,季度累计,偿付能力口径,签单保费_YTD,81236.09,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q1,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,53028.3,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q1,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,19813.0,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q1,平安产险,季度累计,偿付能力口径,综合成本率,98.8,%,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,
2023Q1,平安产险,季度累计,偿付能力口径,费用率,28.63,%,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,
2023Q1,平安产险,季度累计,偿付能力口径,赔付率,70.17,%,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,
2023Q1,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,0.3,万元/车,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第17页,主要经营指标表,原表仅以0.3万元/车显示，精度有限，不当作精确3000元使用。
2023Q1,平安产险,季末,偿付能力口径,核心偿付能力充足率,171.6,%,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第15页,偿付能力充足率表,
2023Q1,平安产险,季末,偿付能力口径,综合偿付能力充足率,211.7,%,直接披露,平安产险_偿付能力报告_2023Q1.pdf,PDF 第15页,偿付能力充足率表,
2023Q2,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,154137.03,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q2,平安产险,季度累计,偿付能力口径,净利润_YTD,9451.81,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q2,平安产险,季度累计,偿付能力口径,签单保费_YTD,162674.1,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q2,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,107432.16,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q2,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,39401.6,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q2,平安产险,季度累计,偿付能力口径,综合成本率,99.1,%,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,
2023Q2,平安产险,季度累计,偿付能力口径,费用率,28.97,%,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,
2023Q2,平安产险,季度累计,偿付能力口径,赔付率,70.12,%,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,
2023Q2,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,0.3,万元/车,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第17页,主要经营指标表,原表仅以0.3万元/车显示，精度有限，不当作精确3000元使用。
2023Q2,平安产险,季末,偿付能力口径,核心偿付能力充足率,176.6,%,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第15页,偿付能力充足率表,
2023Q2,平安产险,季末,偿付能力口径,综合偿付能力充足率,217.7,%,直接披露,平安产险_偿付能力报告_2023Q2.pdf,PDF 第15页,偿付能力充足率表,
2023Q3,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,225936.8,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q3,平安产险,季度累计,偿付能力口径,净利润_YTD,10081.78,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q3,平安产险,季度累计,偿付能力口径,签单保费_YTD,238590.54,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q3,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,163942.32,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q3,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,53531.9,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q3,平安产险,季度累计,偿付能力口径,综合成本率,100.11,%,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,
2023Q3,平安产险,季度累计,偿付能力口径,费用率,29.35,%,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,
2023Q3,平安产险,季度累计,偿付能力口径,赔付率,70.75,%,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,
2023Q3,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,0.3,万元/车,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第18页,主要经营指标表,原表仅以0.3万元/车显示，精度有限，不当作精确3000元使用。
2023Q3,平安产险,季末,偿付能力口径,核心偿付能力充足率,180.1,%,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第16页,偿付能力充足率表,
2023Q3,平安产险,季末,偿付能力口径,综合偿付能力充足率,220.7,%,直接披露,平安产险_偿付能力报告_2023Q3.pdf,PDF 第16页,偿付能力充足率表,
2023Q4,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,302418.08,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q4,平安产险,季度累计,偿付能力口径,净利润_YTD,8951.7,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q4,平安产险,季度累计,偿付能力口径,签单保费_YTD,319033.85,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q4,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,226688.3,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q4,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,67225.79,人民币百万元,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,原表金额单位为万元；本CSV统一换算为人民币百万元（÷100）。
2023Q4,平安产险,季度累计,偿付能力口径,综合成本率,101.68,%,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,
2023Q4,平安产险,季度累计,偿付能力口径,费用率,30.37,%,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,
2023Q4,平安产险,季度累计,偿付能力口径,赔付率,71.32,%,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,
2023Q4,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,0.3,万元/车,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第20页,主要经营指标表,原表仅以0.3万元/车显示，精度有限，不当作精确3000元使用。
2023Q4,平安产险,季末,偿付能力口径,核心偿付能力充足率,169.4,%,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第18页,偿付能力充足率表,
2023Q4,平安产险,季末,偿付能力口径,综合偿付能力充足率,207.8,%,直接披露,平安产险_偿付能力报告_2023Q4.pdf,PDF 第18页,偿付能力充足率表,
2024Q1,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,79082.494637,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q1,平安产险,季度累计,偿付能力口径,净利润_YTD,3813.532804,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q1,平安产险,季度累计,偿付能力口径,签单保费_YTD,83180.910309,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q1,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,54898.724582,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q1,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,22735.976837,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q1,平安产险,季度累计,偿付能力口径,综合成本率,98.1,%,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,
2024Q1,平安产险,季度累计,偿付能力口径,费用率,26.5,%,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,
2024Q1,平安产险,季度累计,偿付能力口径,赔付率,71.5,%,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,
2024Q1,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2833,元/车,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第19页,主要经营指标表,
2024Q1,平安产险,季末,偿付能力口径,核心偿付能力充足率,173.8,%,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第17页,偿付能力充足率表,
2024Q1,平安产险,季末,偿付能力口径,综合偿付能力充足率,199.1,%,直接披露,平安产险_偿付能力报告_2024Q1.pdf,PDF 第17页,偿付能力充足率表,
2024Q2,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,160433.888866,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q2,平安产险,季度累计,偿付能力口径,净利润_YTD,9839.854531,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q2,平安产险,季度累计,偿付能力口径,签单保费_YTD,168852.286959,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q2,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,111107.841384,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q2,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,45047.825752,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q2,平安产险,季度累计,偿付能力口径,综合成本率,97.3,%,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,
2024Q2,平安产险,季度累计,偿付能力口径,费用率,26.5,%,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,
2024Q2,平安产险,季度累计,偿付能力口径,赔付率,70.8,%,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,
2024Q2,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2895,元/车,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第19页,主要经营指标表,
2024Q2,平安产险,季末,偿付能力口径,核心偿付能力充足率,181.9,%,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第17页,偿付能力充足率表,
2024Q2,平安产险,季末,偿付能力口径,综合偿付能力充足率,205.0,%,直接披露,平安产险_偿付能力报告_2024Q2.pdf,PDF 第17页,偿付能力充足率表,
2024Q3,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,239494.793733,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q3,平安产险,季度累计,偿付能力口径,净利润_YTD,13747.910087,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q3,平安产险,季度累计,偿付能力口径,签单保费_YTD,252384.128978,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q3,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,170183.558665,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q3,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,58354.429533,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q3,平安产险,季度累计,偿付能力口径,综合成本率,97.6,%,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,
2024Q3,平安产险,季度累计,偿付能力口径,费用率,26.7,%,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,
2024Q3,平安产险,季度累计,偿付能力口径,赔付率,70.9,%,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,
2024Q3,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2900,元/车,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第18页,主要经营指标表,
2024Q3,平安产险,季末,偿付能力口径,核心偿付能力充足率,176.3,%,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第16页,偿付能力充足率表,
2024Q3,平安产险,季末,偿付能力口径,综合偿付能力充足率,215.4,%,直接披露,平安产险_偿付能力报告_2024Q3.pdf,PDF 第16页,偿付能力充足率表,
2024Q4,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,322016.709179,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q4,平安产险,季度累计,偿付能力口径,净利润_YTD,14553.710403,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q4,平安产险,季度累计,偿付能力口径,签单保费_YTD,339784.167438,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q4,平安产险,季度累计,偿付能力口径,车险签单保费_YTD,236717.989892,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q4,平安产险,季度累计,偿付能力口径,非车前五险种签单保费_YTD,77829.99867,人民币百万元,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2024Q4,平安产险,季度累计,偿付能力口径,综合成本率,98.3,%,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,
2024Q4,平安产险,季度累计,偿付能力口径,费用率,27.5,%,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,
2024Q4,平安产险,季度累计,偿付能力口径,赔付率,70.9,%,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,
2024Q4,平安产险,季度累计,偿付能力口径,车险件均保费_YTD,2891,元/车,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第19页,主要经营指标表,
2024Q4,平安产险,季末,偿付能力口径,核心偿付能力充足率,171.3,%,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第17页,偿付能力充足率表,
2024Q4,平安产险,季末,偿付能力口径,综合偿付能力充足率,205.3,%,直接披露,平安产险_偿付能力报告_2024Q4.pdf,PDF 第17页,偿付能力充足率表,
2025Q1,平安产险,季度累计,偿付能力口径,保险业务收入_YTD,85283.412381,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
2025Q1,平安产险,季度累计,偿付能力口径,净利润_YTD,3370.23453,人民币百万元,直接披露,平安产险_偿付能力报告_2025Q1.pdf,PDF 第18页,主要经营指标表,原表金额单位为元；本CSV统一换算为人民币百万元（÷1000000）。
