record_type,period,entity,metric,value,unit,status,formula,input_sources,note
比率变动,2024→2025,人保财险,赔付率改善,-0.9,个百分点,推算,73.0%-73.9%,人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表,【推算：-0.9个百分点｜方法：73.0%-73.9%｜输入来源：人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2025,人保财险,综合成本率改善,0.3,个百分点,推算,97.8%-97.5%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表,【推算：0.3个百分点｜方法：97.8%-97.5%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2025,人保财险,费用率改善,3.6,个百分点,推算,27.2%-23.6%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表,【推算：3.6个百分点｜方法：27.2%-23.6%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2025,人保财险,赔付率改善,-3.3,个百分点,推算,70.6%-73.9%,人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表,【推算：-3.3个百分点｜方法：70.6%-73.9%｜输入来源：人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2025.pdf，PDF 第14页（报告印刷页码12），承保业绩表】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2022R→2023,太保产险,综合成本率改善,-0.8,个百分点,推算,96.9%-97.7%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-0.8个百分点｜方法：96.9%-97.7%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2022R→2023,太保产险,费用率改善,0.3,个百分点,推算,28.9%-28.6%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：0.3个百分点｜方法：28.9%-28.6%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2022R→2023,太保产险,赔付率改善,-1.1,个百分点,推算,68.0%-69.1%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标,【推算：-1.1个百分点｜方法：68.0%-69.1%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2024,太保产险,综合成本率改善,-0.9,个百分点,推算,97.7%-98.6%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：-0.9个百分点｜方法：97.7%-98.6%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2024,太保产险,费用率改善,0.8,个百分点,推算,28.6%-27.8%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：0.8个百分点｜方法：28.6%-27.8%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2024,太保产险,赔付率改善,-1.7,个百分点,推算,69.1%-70.8%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：-1.7个百分点｜方法：69.1%-70.8%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2024→2025,太保产险,综合成本率改善,1.1,个百分点,推算,98.6%-97.5%,中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：1.1个百分点｜方法：98.6%-97.5%｜输入来源：中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2024→2025,太保产险,费用率改善,0.7,个百分点,推算,27.8%-27.1%,中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：0.7个百分点｜方法：27.8%-27.1%｜输入来源：中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2024→2025,太保产险,赔付率改善,0.4,个百分点,推算,70.8%-70.4%,中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：0.4个百分点｜方法：70.8%-70.4%｜输入来源：中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2025,太保产险,综合成本率改善,0.2,个百分点,推算,97.7%-97.5%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：0.2个百分点｜方法：97.7%-97.5%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2025,太保产险,费用率改善,1.5,个百分点,推算,28.6%-27.1%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：1.5个百分点｜方法：28.6%-27.1%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
比率变动,2023→2025,太保产险,赔付率改善,-1.3,个百分点,推算,69.1%-70.4%,中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标,【推算：-1.3个百分点｜方法：69.1%-70.4%｜输入来源：中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2025.pdf，PDF 第44页（报告印刷页码27），产险业务经营指标】 正数表示改善，负数表示恶化；基于披露的一位小数，可受四舍五入影响。
平安COR贡献,2023→2025,平安产险,费用率对COR改善的贡献占比,71.8,%,推算,(29.2-26.4)/(100.7-96.8)×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表,【推算：71.8%｜方法：(29.2-26.4)/(100.7-96.8)×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表】 为算术拆解，不等同于因果归因。
平安COR贡献,2023→2025,平安产险,赔付率对COR改善的贡献占比,28.2,%,推算,(71.5-70.4)/(100.7-96.8)×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表,【推算：28.2%｜方法：(71.5-70.4)/(100.7-96.8)×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2025.pdf，PDF 第57页（报告印刷页码53），经营业绩/产险业务分析表】 为算术拆解，不等同于因果归因。
行业共同因素代理,2023→2024,同业基准,共同费用压降代理下限,0.8,个百分点,推算,"min(人保费用率改善1.4,太保费用率改善0.8)",中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,"【推算：0.8个百分点｜方法：min(人保费用率改善1.4,太保费用率改善0.8)｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2023→2024,同业基准,共同费用压降代理上限,1.4,个百分点,推算,"min(max(人保1.4,太保0.8),平安费用率改善1.9)",中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,"【推算：1.4个百分点｜方法：min(max(人保1.4,太保0.8),平安费用率改善1.9)｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2023→2024,同业基准,共同费用压降中性基准,1.10,个百分点,推算,"min((人保1.4+太保0.8)/2,平安1.9)",中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,"【推算：1.10个百分点｜方法：min((人保1.4+太保0.8)/2,平安1.9)｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。"
行业共同因素代理,2023→2024,平安产险,共同因素占平安费用率改善份额_下限,42.1,%,推算,0.8/1.9×100,中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标,【推算：42.1%｜方法：0.8/1.9×100｜输入来源：中国平安_年报_2023.pdf，PDF 第27页（报告印刷页码23），经营业绩/产险业务分析表；中国平安_年报_2024.pdf，PDF 第46页（报告印刷页码42），经营业绩/产险业务分析表；人保财险_年报_2023.pdf，PDF 第13页（报告印刷页码11），承保业绩表；人保财险_年报_2024.pdf，PDF 第14页（报告印刷页码12），承保业绩表；中国太保_年报_2023.pdf，PDF 第33页（报告印刷页码16），产险业务经营指标；中国太保_年报_2024.pdf，PDF 第46页（报告印刷页码27），产险业务经营指标】 只是同业共同费用压降代理，不可等同于纯粹的“报行合一”效应；太保2023费用率由COR减赔付率推算。
